identifier,INF2cnt,INF4cnt,INF3cnt
ENSMUSG00000079580,2,2,5
ENSMUSG00000079593,14,17,20
ENSMUSG00000079598,1,3,0
ENSMUSG00000079608,5,2,7
ENSMUSG00000079610,112,98,166
ENSMUSG00000079614,938,666,1142
ENSMUSG00000079625,26,17,48
ENSMUSG00000079641,2580,2203,2177
ENSMUSG00000079645,0,0,1
ENSMUSG00000079652,3,0,0
ENSMUSG00000079657,2,4,4
ENSMUSG00000079658,2229,1902,2366
ENSMUSG00000079659,1014,909,1186
ENSMUSG00000079666,0,0,1
ENSMUSG00000079671,31,38,38
ENSMUSG00000079677,695,730,498
ENSMUSG00000079681,1,0,0
ENSMUSG00000079685,94,38,78
ENSMUSG00000079694,2,0,1
ENSMUSG00000079697,17,2,13
ENSMUSG00000079699,3,5,0
ENSMUSG00000079700,1,0,0
ENSMUSG00000079707,1,0,2
ENSMUSG00000079710,2,0,2
ENSMUSG00000079737,86,67,78
ENSMUSG00000079800,1,0,0
ENSMUSG00000079808,1,1,0
ENSMUSG00000079834,338,223,346
ENSMUSG00000079845,49,17,24
ENSMUSG00000079884,493,390,550
ENSMUSG00000079889,4,3,8
ENSMUSG00000079906,4,6,1
ENSMUSG00000079915,0,3,0
ENSMUSG00000079941,155,131,139
ENSMUSG00000079942,25,33,13
ENSMUSG00000079962,21,22,28
ENSMUSG00000079965,9,4,6
ENSMUSG00000080002,3,3,4
ENSMUSG00000080006,10,22,16
ENSMUSG00000080021,17,13,18
ENSMUSG00000080050,1,0,0
ENSMUSG00000080058,1882,2573,2091
ENSMUSG00000080059,25,26,12
ENSMUSG00000080076,0,2,0
ENSMUSG00000080115,0,2,1
ENSMUSG00000080152,0,2,0
ENSMUSG00000080198,19,20,15
ENSMUSG00000080205,29,37,23
ENSMUSG00000080223,1,2,3
ENSMUSG00000080237,7,1,12
ENSMUSG00000080242,409,325,388
ENSMUSG00000080268,1853,1935,1697
ENSMUSG00000080316,43,39,45
ENSMUSG00000080365,0,0,2
ENSMUSG00000080374,250,243,214
ENSMUSG00000080396,2,0,3
ENSMUSG00000080434,0,1,0
ENSMUSG00000080440,0,7,0
ENSMUSG00000080451,0,2,3
ENSMUSG00000080454,1,0,0
ENSMUSG00000080455,3,0,0
ENSMUSG00000080465,0,1,0
ENSMUSG00000080468,0,2,0
ENSMUSG00000080469,0,0,3
ENSMUSG00000080485,4,3,3
ENSMUSG00000080486,1,1,10
ENSMUSG00000080507,0,4,0
ENSMUSG00000080516,4,2,4
ENSMUSG00000080518,4,2,0
ENSMUSG00000080530,1,3,6
ENSMUSG00000080544,1,0,3
ENSMUSG00000080574,0,1,3
ENSMUSG00000080613,3,0,0
ENSMUSG00000080626,3,2,1
ENSMUSG00000080645,1,0,3
ENSMUSG00000080659,1,0,0
ENSMUSG00000080662,3,1,11
ENSMUSG00000080701,0,1,0
ENSMUSG00000080708,1,2,0
ENSMUSG00000080711,0,1,0
ENSMUSG00000080712,5,0,2
ENSMUSG00000080715,1,4,1
ENSMUSG00000080716,0,0,1
ENSMUSG00000080717,176,147,133
ENSMUSG00000080718,0,2,2
ENSMUSG00000080720,2,0,0
ENSMUSG00000080723,0,2,0
ENSMUSG00000080726,0,1,0
ENSMUSG00000080727,907,712,889
ENSMUSG00000080731,16,10,14
ENSMUSG00000080746,42,49,43
ENSMUSG00000080753,0,0,1
ENSMUSG00000080758,1,2,0
ENSMUSG00000080759,2,1,1
ENSMUSG00000080768,4,2,2
ENSMUSG00000080772,7,10,16
ENSMUSG00000080773,0,1,5
ENSMUSG00000080774,3,0,2
ENSMUSG00000080775,16,31,16
ENSMUSG00000080776,164,122,138
ENSMUSG00000080777,0,2,1
ENSMUSG00000080779,2,3,0
ENSMUSG00000080783,7,3,3
ENSMUSG00000080788,1,0,0
ENSMUSG00000080789,1,0,0
ENSMUSG00000080790,0,0,1
ENSMUSG00000080791,0,1,3
ENSMUSG00000080797,3,0,2
ENSMUSG00000080810,18,16,8
ENSMUSG00000080811,0,0,1
ENSMUSG00000080814,0,4,4
ENSMUSG00000080815,0,1,1
ENSMUSG00000080816,1,2,1
ENSMUSG00000080818,0,3,2
ENSMUSG00000080820,0,2,0
ENSMUSG00000080823,12,8,26
ENSMUSG00000080824,98,49,82
ENSMUSG00000080829,3,2,7
ENSMUSG00000080831,1,1,5
ENSMUSG00000080832,85,63,87
ENSMUSG00000080836,5,3,5
ENSMUSG00000080839,0,1,0
ENSMUSG00000080840,0,2,0
ENSMUSG00000080845,5,4,4
ENSMUSG00000080846,0,2,1
ENSMUSG00000080848,201,202,177
ENSMUSG00000080850,0,0,1
ENSMUSG00000080851,0,0,1
ENSMUSG00000080859,19,15,19
ENSMUSG00000080860,1,0,1
ENSMUSG00000080865,0,1,0
ENSMUSG00000080866,2,0,1
ENSMUSG00000080868,1,1,1
ENSMUSG00000080870,10,13,10
ENSMUSG00000080873,0,2,5
ENSMUSG00000080874,2,0,0
ENSMUSG00000080875,101,148,111
ENSMUSG00000080877,1,2,6
ENSMUSG00000080885,22,23,18
ENSMUSG00000080888,1,2,2
ENSMUSG00000080893,180,142,135
ENSMUSG00000080896,94,59,71
ENSMUSG00000080902,9,13,22
ENSMUSG00000080904,201,189,184
ENSMUSG00000080912,3,3,1
ENSMUSG00000080914,2,2,0
ENSMUSG00000080917,0,0,6
ENSMUSG00000080921,428,500,327
ENSMUSG00000080923,1,1,2
ENSMUSG00000080928,9,7,6
ENSMUSG00000080932,3,1,10
ENSMUSG00000080935,85,97,114
ENSMUSG00000080950,0,3,0
ENSMUSG00000080956,0,1,0
ENSMUSG00000080957,0,1,0
ENSMUSG00000080962,0,0,2
ENSMUSG00000080966,9,8,17
ENSMUSG00000080968,7,3,4
ENSMUSG00000080969,7,0,8
ENSMUSG00000080972,1,6,6
ENSMUSG00000080974,2,6,2
ENSMUSG00000080977,4,1,1
ENSMUSG00000080979,3,1,1
ENSMUSG00000080981,1,0,1
ENSMUSG00000080989,247,205,192
ENSMUSG00000080993,3,1,4
ENSMUSG00000080994,1,0,0
ENSMUSG00000080996,3,2,2
ENSMUSG00000080998,6,2,6
ENSMUSG00000080999,0,1,0
ENSMUSG00000081004,2,0,6
ENSMUSG00000081005,0,1,0
ENSMUSG00000081010,35,18,30
ENSMUSG00000081021,50,56,48
ENSMUSG00000081023,0,1,0
ENSMUSG00000081026,0,0,1
ENSMUSG00000081030,2,0,2
ENSMUSG00000081034,3,3,4
ENSMUSG00000081048,0,1,0
ENSMUSG00000081049,195,178,158
ENSMUSG00000081051,1570,2174,1510
ENSMUSG00000081052,6,1,11
ENSMUSG00000081056,66,43,45
ENSMUSG00000081058,9,11,5
ENSMUSG00000081059,0,2,0
ENSMUSG00000081067,22,12,16
ENSMUSG00000081068,0,1,0
ENSMUSG00000081070,9,6,3
ENSMUSG00000081071,12,11,11
ENSMUSG00000081076,6,16,13
ENSMUSG00000081078,4,13,1
ENSMUSG00000081086,0,1,1
ENSMUSG00000081087,207,199,188
ENSMUSG00000081093,1,0,2
ENSMUSG00000081094,912,1148,769
ENSMUSG00000081099,1,2,0
ENSMUSG00000081103,2,0,0
ENSMUSG00000081104,4,0,4
ENSMUSG00000081111,16,16,27
ENSMUSG00000081113,98,60,139
ENSMUSG00000081118,0,0,1
ENSMUSG00000081121,24,28,27
ENSMUSG00000081123,1,1,0
ENSMUSG00000081126,0,0,1
ENSMUSG00000081128,1,5,4
ENSMUSG00000081136,0,3,0
ENSMUSG00000081137,12,1,3
ENSMUSG00000081138,2,0,0
ENSMUSG00000081142,9,2,2
ENSMUSG00000081151,0,0,1
ENSMUSG00000081152,7,2,12
ENSMUSG00000081153,7,12,6
ENSMUSG00000081156,2,0,3
ENSMUSG00000081157,55,55,37
ENSMUSG00000081159,24,25,19
ENSMUSG00000081160,0,1,0
ENSMUSG00000081164,12,6,18
ENSMUSG00000081167,0,0,2
ENSMUSG00000081169,2,0,1
ENSMUSG00000081170,1,0,1
ENSMUSG00000081176,26,20,23
ENSMUSG00000081179,20,14,32
ENSMUSG00000081185,1,7,3
ENSMUSG00000081187,1,1,1
ENSMUSG00000081191,2,0,1
ENSMUSG00000081201,4,3,6
ENSMUSG00000081208,19,9,15
ENSMUSG00000081210,9,7,10
ENSMUSG00000081212,4,1,1
ENSMUSG00000081214,8,6,4
ENSMUSG00000081219,80,68,56
ENSMUSG00000081226,1,0,3
ENSMUSG00000081227,5,2,5
ENSMUSG00000081228,88,56,70
ENSMUSG00000081230,2,0,0
ENSMUSG00000081232,3,2,6
ENSMUSG00000081236,1,0,1
ENSMUSG00000081239,113,113,115
ENSMUSG00000081242,2,1,0
ENSMUSG00000081244,7,12,4
ENSMUSG00000081248,0,1,3
ENSMUSG00000081249,15,9,7
ENSMUSG00000081251,307,212,195
ENSMUSG00000081254,18,5,22
ENSMUSG00000081255,3,3,3
ENSMUSG00000081258,1,0,0
ENSMUSG00000081260,0,1,0
ENSMUSG00000081262,0,0,1
ENSMUSG00000081263,0,1,0
ENSMUSG00000081270,1,3,0
ENSMUSG00000081272,1043,966,1081
ENSMUSG00000081276,0,0,1
ENSMUSG00000081277,4,3,7
ENSMUSG00000081281,234,196,151
ENSMUSG00000081282,0,0,2
ENSMUSG00000081284,0,1,2
ENSMUSG00000081285,1,4,2
ENSMUSG00000081289,4,2,1
ENSMUSG00000081302,6,7,5
ENSMUSG00000081304,0,0,2
ENSMUSG00000081308,8,3,7
ENSMUSG00000081309,10,14,15
ENSMUSG00000081316,1,0,0
ENSMUSG00000081320,4,0,0
ENSMUSG00000081325,6,0,1
ENSMUSG00000081329,0,1,1
ENSMUSG00000081332,0,2,3
ENSMUSG00000081339,0,2,5
ENSMUSG00000081340,2,8,8
ENSMUSG00000081342,0,0,1
ENSMUSG00000081344,2060,2090,1725
ENSMUSG00000081350,2,1,2
ENSMUSG00000081352,0,1,0
ENSMUSG00000081355,0,3,1
ENSMUSG00000081359,8,11,9
ENSMUSG00000081360,2,0,0
ENSMUSG00000081370,17,16,29
ENSMUSG00000081372,0,1,0
ENSMUSG00000081373,0,2,0
ENSMUSG00000081376,1,0,1
ENSMUSG00000081378,9,20,12
ENSMUSG00000081382,2,3,5
ENSMUSG00000081394,6,1,5
ENSMUSG00000081400,56,49,57
ENSMUSG00000081402,0,0,1
ENSMUSG00000081404,8,10,9
ENSMUSG00000081405,14,13,11
ENSMUSG00000081406,622,748,581
ENSMUSG00000081413,0,1,0
ENSMUSG00000081416,1,5,4
ENSMUSG00000081418,3,3,4
ENSMUSG00000081429,7,5,4
ENSMUSG00000081431,1,5,3
ENSMUSG00000081434,13,17,9
ENSMUSG00000081436,0,1,1
ENSMUSG00000081445,0,0,2
ENSMUSG00000081451,32,22,17
ENSMUSG00000081453,11,3,13
ENSMUSG00000081455,0,4,1
ENSMUSG00000081456,0,2,1
ENSMUSG00000081459,2,2,0
ENSMUSG00000081461,1,0,1
ENSMUSG00000081463,1,4,0
ENSMUSG00000081470,0,2,2
ENSMUSG00000081473,6,7,3
ENSMUSG00000081476,19,42,30
ENSMUSG00000081480,6,4,2
ENSMUSG00000081483,1,0,4
ENSMUSG00000081485,386,467,415
ENSMUSG00000081487,6,1,5
ENSMUSG00000081488,1,7,0
ENSMUSG00000081490,0,0,2
ENSMUSG00000081491,18,7,7
ENSMUSG00000081492,1,4,0
ENSMUSG00000081494,8,7,2
ENSMUSG00000081496,2,1,5
ENSMUSG00000081497,0,10,0
ENSMUSG00000081504,2,0,1
ENSMUSG00000081512,328,316,293
ENSMUSG00000081516,3,4,3
ENSMUSG00000081519,43,20,48
ENSMUSG00000081520,2,2,2
ENSMUSG00000081528,29,9,14
ENSMUSG00000081532,0,0,1
ENSMUSG00000081534,16097,15908,15485
ENSMUSG00000081540,0,0,3
ENSMUSG00000081541,10,5,16
ENSMUSG00000081544,92,107,102
ENSMUSG00000081552,301,344,337
ENSMUSG00000081553,6,1,8
ENSMUSG00000081557,0,0,2
ENSMUSG00000081559,16,15,10
ENSMUSG00000081562,5,7,17
ENSMUSG00000081564,9,5,4
ENSMUSG00000081565,0,2,0
ENSMUSG00000081572,0,3,0
ENSMUSG00000081574,0,0,2
ENSMUSG00000081575,2,0,0
ENSMUSG00000081583,1,0,0
ENSMUSG00000081585,4,4,2
ENSMUSG00000081593,0,0,2
ENSMUSG00000081594,7,7,5
ENSMUSG00000081600,1,3,4
ENSMUSG00000081603,218,164,228
ENSMUSG00000081604,79,57,68
ENSMUSG00000081605,0,1,1
ENSMUSG00000081607,1,0,0
ENSMUSG00000081608,0,0,2
ENSMUSG00000081611,8,1,5
ENSMUSG00000081614,5,6,2
ENSMUSG00000081619,5,5,1
ENSMUSG00000081620,13,13,12
ENSMUSG00000081621,1,0,1
ENSMUSG00000081622,6,6,4
ENSMUSG00000081629,28,29,22
ENSMUSG00000081633,0,8,1
ENSMUSG00000081636,0,0,1
ENSMUSG00000081640,3,3,3
ENSMUSG00000081642,4,2,0
ENSMUSG00000081643,21,23,28
ENSMUSG00000081648,2,9,1
ENSMUSG00000081650,73,77,72
ENSMUSG00000081651,38,13,41
ENSMUSG00000081656,1,0,0
ENSMUSG00000081657,1,2,2
ENSMUSG00000081660,5,3,25
ENSMUSG00000081664,2,0,7
ENSMUSG00000081665,46,43,73
ENSMUSG00000081670,1,0,0
ENSMUSG00000081671,2,2,5
ENSMUSG00000081672,2,0,0
ENSMUSG00000081673,1,0,1
ENSMUSG00000081675,0,1,0
ENSMUSG00000081677,1,0,0
ENSMUSG00000081680,0,0,2
ENSMUSG00000081684,65,111,77
ENSMUSG00000081689,2,0,1
ENSMUSG00000081691,0,0,1
ENSMUSG00000081692,8,4,7
ENSMUSG00000081695,75,88,48
ENSMUSG00000081700,18,18,13
ENSMUSG00000081703,23,11,7
ENSMUSG00000081707,0,1,0
ENSMUSG00000081712,1,3,0
ENSMUSG00000081715,5,3,2
ENSMUSG00000081718,0,1,2
ENSMUSG00000081721,1,4,2
ENSMUSG00000081723,463,398,490
ENSMUSG00000081730,1,2,1
ENSMUSG00000081731,0,1,0
ENSMUSG00000081733,0,4,0
ENSMUSG00000081735,0,1,1
ENSMUSG00000081738,228,253,227
ENSMUSG00000081739,4,0,1
ENSMUSG00000081740,7,10,11
ENSMUSG00000081745,0,5,0
ENSMUSG00000081748,0,0,1
ENSMUSG00000081750,0,1,0
ENSMUSG00000081752,178,177,217
ENSMUSG00000081758,1,0,0
ENSMUSG00000081763,1,1,0
ENSMUSG00000081768,2,0,0
ENSMUSG00000081769,23,6,23
ENSMUSG00000081770,2,0,1
ENSMUSG00000081772,2,1,1
ENSMUSG00000081773,0,0,1
ENSMUSG00000081777,0,0,1
ENSMUSG00000081778,9,1,1
ENSMUSG00000081783,0,1,1
ENSMUSG00000081787,44,26,40
ENSMUSG00000081788,11,7,14
ENSMUSG00000081789,4,9,3
ENSMUSG00000081797,0,0,2
ENSMUSG00000081798,1,0,0
ENSMUSG00000081800,6,1,2
ENSMUSG00000081801,5,2,4
ENSMUSG00000081805,12,14,12
ENSMUSG00000081809,12,15,18
ENSMUSG00000081810,27,30,19
ENSMUSG00000081817,0,5,7
ENSMUSG00000081819,8,6,5
ENSMUSG00000081824,55,65,54
ENSMUSG00000081829,3,2,6
ENSMUSG00000081833,18,24,21
ENSMUSG00000081834,0,2,0
ENSMUSG00000081838,4,0,0
ENSMUSG00000081848,1,1,1
ENSMUSG00000081850,4,4,5
ENSMUSG00000081852,0,0,1
ENSMUSG00000081855,615,767,506
ENSMUSG00000081857,14,12,9
ENSMUSG00000081860,1,0,0
ENSMUSG00000081861,0,0,1
ENSMUSG00000081865,17,10,13
ENSMUSG00000081868,2,1,0
ENSMUSG00000081871,16,15,14
ENSMUSG00000081873,12,1,0
ENSMUSG00000081875,1,0,0
ENSMUSG00000081884,2,1,2
ENSMUSG00000081885,2,0,6
ENSMUSG00000081886,1,1,0
ENSMUSG00000081887,11,5,5
ENSMUSG00000081888,113,99,129
ENSMUSG00000081892,2,2,2
ENSMUSG00000081894,2,0,2
ENSMUSG00000081895,397,391,368
ENSMUSG00000081897,1,0,0
ENSMUSG00000081898,1,2,2
ENSMUSG00000081906,0,0,2
ENSMUSG00000081907,0,1,0
ENSMUSG00000081910,1,0,0
ENSMUSG00000081911,4,1,1
ENSMUSG00000081920,0,0,1
ENSMUSG00000081921,3,8,6
ENSMUSG00000081926,39,20,30
ENSMUSG00000081929,30,36,37
ENSMUSG00000081932,1,1,0
ENSMUSG00000081933,0,1,0
ENSMUSG00000081943,1,1,2
ENSMUSG00000081944,5,2,8
ENSMUSG00000081946,0,0,1
ENSMUSG00000081949,2,0,0
ENSMUSG00000081951,2,0,0
ENSMUSG00000081952,4,2,3
ENSMUSG00000081953,13,9,26
ENSMUSG00000081967,9,3,9
ENSMUSG00000081968,20,24,15
ENSMUSG00000081972,1,0,0
ENSMUSG00000081973,1,0,0
ENSMUSG00000081974,5,8,13
ENSMUSG00000081975,1,2,1
ENSMUSG00000081984,4,0,1
ENSMUSG00000081985,2,0,0
ENSMUSG00000081991,1,0,0
ENSMUSG00000081992,58,66,64
ENSMUSG00000081995,0,1,1
ENSMUSG00000081996,8,0,4
ENSMUSG00000081998,4,12,5
ENSMUSG00000081999,73,53,87
ENSMUSG00000082001,9,0,5
ENSMUSG00000082002,1,4,8
ENSMUSG00000082012,1,1,0
ENSMUSG00000082013,2,2,2
ENSMUSG00000082016,70,45,90
ENSMUSG00000082018,0,1,2
ENSMUSG00000082028,3,7,7
ENSMUSG00000082029,672,616,717
ENSMUSG00000082032,0,0,1
ENSMUSG00000082035,21,11,5
ENSMUSG00000082044,311,199,226
ENSMUSG00000082045,2,8,2
ENSMUSG00000082051,0,0,1
ENSMUSG00000082052,3,4,3
ENSMUSG00000082057,6,6,5
ENSMUSG00000082061,0,1,3
ENSMUSG00000082062,1589,2150,1428
ENSMUSG00000082064,17,7,13
ENSMUSG00000082066,5,3,7
ENSMUSG00000082070,14,17,22
ENSMUSG00000082072,1,0,0
ENSMUSG00000082076,3,1,4
ENSMUSG00000082087,20,13,25
ENSMUSG00000082088,22,24,16
ENSMUSG00000082093,0,0,3
ENSMUSG00000082095,1,0,0
ENSMUSG00000082097,0,0,1
ENSMUSG00000082099,14,25,14
ENSMUSG00000082100,12,24,15
ENSMUSG00000082101,4,3,2
ENSMUSG00000082107,1,0,1
ENSMUSG00000082108,1,0,3
ENSMUSG00000082109,1,5,2
ENSMUSG00000082110,10,8,13
ENSMUSG00000082120,10,10,5
ENSMUSG00000082121,2,0,0
ENSMUSG00000082127,24,7,22
ENSMUSG00000082128,11,7,4
ENSMUSG00000082136,12,7,10
ENSMUSG00000082140,3,3,4
ENSMUSG00000082141,2,1,0
ENSMUSG00000082144,5,0,1
ENSMUSG00000082145,7,5,5
ENSMUSG00000082154,4,1,4
ENSMUSG00000082163,9,15,13
ENSMUSG00000082165,0,0,1
ENSMUSG00000082171,1,1,1
ENSMUSG00000082175,4,0,1
ENSMUSG00000082176,1,2,0
ENSMUSG00000082179,2,1,0
ENSMUSG00000082180,8,4,3
ENSMUSG00000082185,6,7,8
ENSMUSG00000082186,6,12,9
ENSMUSG00000082187,0,0,4
ENSMUSG00000082189,0,1,1
ENSMUSG00000082190,5,2,5
ENSMUSG00000082192,35,28,27
ENSMUSG00000082193,3,2,7
ENSMUSG00000082194,6,0,9
ENSMUSG00000082195,12,13,14
ENSMUSG00000082197,4,1,2
ENSMUSG00000082218,0,1,4
ENSMUSG00000082220,1,0,0
ENSMUSG00000082229,3,2,0
ENSMUSG00000082233,0,1,0
ENSMUSG00000082235,0,0,1
ENSMUSG00000082241,15,22,21
ENSMUSG00000082244,1,1,1
ENSMUSG00000082245,2,3,0
ENSMUSG00000082246,0,0,1
ENSMUSG00000082247,2,0,0
ENSMUSG00000082250,0,0,1
ENSMUSG00000082253,8,5,2
ENSMUSG00000082260,9,6,3
ENSMUSG00000082264,3,1,3
ENSMUSG00000082265,0,2,0
ENSMUSG00000082272,4,3,8
ENSMUSG00000082274,9,4,16
ENSMUSG00000082279,13,13,23
ENSMUSG00000082283,4,4,7
ENSMUSG00000082284,188,149,162
ENSMUSG00000082286,99,104,100
ENSMUSG00000082289,1,1,1
ENSMUSG00000082292,49,65,84
ENSMUSG00000082301,0,0,1
ENSMUSG00000082305,15,3,3
ENSMUSG00000082308,10,4,1
ENSMUSG00000082310,0,1,0
ENSMUSG00000082313,1,0,0
ENSMUSG00000082315,10,17,12
ENSMUSG00000082317,1,0,3
ENSMUSG00000082318,1,1,0
ENSMUSG00000082319,1105,841,1329
ENSMUSG00000082321,285,201,346
ENSMUSG00000082322,0,0,1
ENSMUSG00000082325,0,0,1
ENSMUSG00000082328,0,1,0
ENSMUSG00000082329,15,18,16
ENSMUSG00000082336,10,4,7
ENSMUSG00000082342,4,0,5
ENSMUSG00000082345,2,1,8
ENSMUSG00000082348,0,0,2
ENSMUSG00000082357,2,0,0
ENSMUSG00000082360,1,0,0
ENSMUSG00000082362,0,1,1
ENSMUSG00000082365,2,0,0
ENSMUSG00000082368,3,0,1
ENSMUSG00000082377,0,0,1
ENSMUSG00000082381,5,5,2
ENSMUSG00000082383,1,1,4
ENSMUSG00000082389,14,9,9
ENSMUSG00000082394,147,93,205
ENSMUSG00000082395,0,5,0
ENSMUSG00000082396,4,0,0
ENSMUSG00000082399,2,2,0
ENSMUSG00000082402,0,0,1
ENSMUSG00000082413,0,0,1
ENSMUSG00000082417,1,0,0
ENSMUSG00000082419,92,92,59
ENSMUSG00000082420,3,5,0
ENSMUSG00000082423,15,9,8
ENSMUSG00000082424,1,2,0
ENSMUSG00000082429,1,0,0
ENSMUSG00000082431,10,14,20
ENSMUSG00000082433,83,69,77
ENSMUSG00000082436,1,2,0
ENSMUSG00000082454,374,319,336
ENSMUSG00000082455,10,8,7
ENSMUSG00000082456,25,18,20
ENSMUSG00000082457,0,2,0
ENSMUSG00000082461,1,0,0
ENSMUSG00000082463,0,0,1
ENSMUSG00000082464,1,1,0
ENSMUSG00000082465,8,5,2
ENSMUSG00000082467,0,1,2
ENSMUSG00000082474,5,8,2
ENSMUSG00000082475,13,20,28
ENSMUSG00000082476,0,1,0
ENSMUSG00000082478,0,0,2
ENSMUSG00000082480,3,3,1
ENSMUSG00000082481,1,0,0
ENSMUSG00000082483,1,0,0
ENSMUSG00000082484,1,0,0
ENSMUSG00000082487,3,2,0
ENSMUSG00000082491,4,5,12
ENSMUSG00000082494,0,1,0
ENSMUSG00000082497,0,1,0
ENSMUSG00000082498,0,0,2
ENSMUSG00000082503,12,1,4
ENSMUSG00000082507,5,1,9
ENSMUSG00000082508,0,0,2
ENSMUSG00000082510,6,2,12
ENSMUSG00000082515,19,22,16
ENSMUSG00000082516,18,18,14
ENSMUSG00000082520,1,4,2
ENSMUSG00000082530,27,36,30
ENSMUSG00000082535,1,0,1
ENSMUSG00000082536,1606,1630,1558
ENSMUSG00000082541,1,0,2
ENSMUSG00000082542,0,2,0
ENSMUSG00000082543,6,8,2
ENSMUSG00000082550,0,2,1
ENSMUSG00000082551,2,0,8
ENSMUSG00000082560,2,0,12
ENSMUSG00000082561,1,1,0
ENSMUSG00000082570,0,2,0
ENSMUSG00000082576,1,0,1
ENSMUSG00000082580,1,0,1
ENSMUSG00000082585,15,10,19
ENSMUSG00000082588,11,4,12
ENSMUSG00000082592,0,1,0
ENSMUSG00000082596,1,2,3
ENSMUSG00000082599,7,9,4
ENSMUSG00000082600,3,0,3
ENSMUSG00000082601,3,2,0
ENSMUSG00000082604,16,1,2
ENSMUSG00000082605,0,0,4
ENSMUSG00000082608,1,0,0
ENSMUSG00000082609,5,4,1
ENSMUSG00000082617,2,0,1
ENSMUSG00000082624,1,0,0
ENSMUSG00000082625,3,0,1
ENSMUSG00000082626,0,1,1
ENSMUSG00000082630,4,0,3
ENSMUSG00000082632,1,0,0
ENSMUSG00000082645,0,0,1
ENSMUSG00000082646,1,0,0
ENSMUSG00000082647,1,0,1
ENSMUSG00000082653,0,0,1
ENSMUSG00000082658,1,1,0
ENSMUSG00000082662,4,0,1
ENSMUSG00000082665,0,8,3
ENSMUSG00000082674,32,25,25
ENSMUSG00000082675,83,63,69
ENSMUSG00000082676,8,1,0
ENSMUSG00000082678,1,0,2
ENSMUSG00000082682,1,0,0
ENSMUSG00000082683,1,1,0
ENSMUSG00000082684,1,2,2
ENSMUSG00000082686,7,6,14
ENSMUSG00000082689,0,0,1
ENSMUSG00000082691,639,666,634
ENSMUSG00000082693,81,81,76
ENSMUSG00000082705,0,0,1
ENSMUSG00000082706,6,5,3
ENSMUSG00000082709,8,10,9
ENSMUSG00000082711,5,12,10
ENSMUSG00000082715,0,1,0
ENSMUSG00000082718,1,4,3
ENSMUSG00000082724,0,1,0
ENSMUSG00000082729,3,3,2
ENSMUSG00000082737,5,0,1
ENSMUSG00000082740,4,7,4
ENSMUSG00000082741,21,8,15
ENSMUSG00000082743,0,3,2
ENSMUSG00000082744,3,0,0
ENSMUSG00000082755,6,8,2
ENSMUSG00000082762,43,29,32
ENSMUSG00000082765,0,1,0
ENSMUSG00000082766,1,4,9
ENSMUSG00000082768,12,5,9
ENSMUSG00000082769,3,3,2
ENSMUSG00000082778,4,5,8
ENSMUSG00000082782,1,0,0
ENSMUSG00000082791,69,32,81
ENSMUSG00000082793,1,0,0
ENSMUSG00000082806,12,28,12
ENSMUSG00000082809,20,15,25
ENSMUSG00000082815,2,0,0
ENSMUSG00000082816,5,2,2
ENSMUSG00000082820,33,28,27
ENSMUSG00000082826,2,3,2
ENSMUSG00000082828,8,8,12
ENSMUSG00000082829,1,2,1
ENSMUSG00000082836,1,1,3
ENSMUSG00000082838,4,1,2
ENSMUSG00000082840,0,2,0
ENSMUSG00000082844,6,5,3
ENSMUSG00000082848,22,18,35
ENSMUSG00000082855,10,4,12
ENSMUSG00000082860,7,7,4
ENSMUSG00000082861,4,2,2
ENSMUSG00000082872,0,0,1
ENSMUSG00000082874,1,2,6
ENSMUSG00000082876,2,0,1
ENSMUSG00000082878,0,1,1
ENSMUSG00000082884,3,6,5
ENSMUSG00000082888,2,0,1
ENSMUSG00000082895,48,41,37
ENSMUSG00000082896,26,20,29
ENSMUSG00000082900,5,1,5
ENSMUSG00000082901,0,0,1
ENSMUSG00000082905,0,1,0
ENSMUSG00000082906,1,1,0
ENSMUSG00000082908,283,198,221
ENSMUSG00000082911,0,5,0
ENSMUSG00000082912,0,0,1
ENSMUSG00000082920,2,0,4
ENSMUSG00000082922,5,0,0
ENSMUSG00000082925,33,12,16
ENSMUSG00000082926,43,40,44
ENSMUSG00000082927,17,6,12
ENSMUSG00000082931,1,1,3
ENSMUSG00000082932,1,0,0
ENSMUSG00000082935,239,220,270
ENSMUSG00000082938,13,23,26
ENSMUSG00000082941,0,1,0
ENSMUSG00000082947,1,0,1
ENSMUSG00000082951,3,6,1
ENSMUSG00000082953,5,1,10
ENSMUSG00000082954,0,0,3
ENSMUSG00000082956,1,0,1
ENSMUSG00000082964,5,1,2
ENSMUSG00000082966,0,1,0
ENSMUSG00000082969,10,10,12
ENSMUSG00000082971,1,0,2
ENSMUSG00000082976,2,1,0
ENSMUSG00000082978,45,37,34
ENSMUSG00000082981,0,0,1
ENSMUSG00000082985,0,1,0
ENSMUSG00000082988,16,15,28
ENSMUSG00000082990,25,17,27
ENSMUSG00000082996,10,0,0
ENSMUSG00000082997,0,0,1
ENSMUSG00000082998,96,94,114
ENSMUSG00000083004,0,1,0
ENSMUSG00000083007,2,0,1
ENSMUSG00000083009,1,0,0
ENSMUSG00000083011,13,5,7
ENSMUSG00000083012,172,178,134
ENSMUSG00000083016,0,1,0
ENSMUSG00000083019,39,42,39
ENSMUSG00000083022,70,65,50
ENSMUSG00000083025,0,0,2
ENSMUSG00000083027,7,2,14
