"Peak id","Mass","RT","UN_1.mzXML","UN4.mzXML","INFEC_1.mzXML","INFEC_2.mzXML","INFEC_3.mzXML","INFEC_4.mzXML","HK1.mzXML","HK2.mzXML","HK3.mzXML","HK4.mzXML","SOR_UN1.mzXML","SOR_UN2.mzXML","SOR_UN3.mzXML","SOR_UN4.mzXML","SOR_INF1.mzXML","SOR_INF2.mzXML","SOR_INF3.mzXML","SOR_HK1.mzXML","SOR_HK2.mzXML","SOR_HK3.mzXML","SOR_HK4.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","KEGG ID"
"2746","197.0821","431.62","72261.02","89274.73","77345.31","98723.08","57553.71","68352.3","93137.48","112159.28","127641.04","92669.45","113955.28","156746.52","166881.17","152253.25","131365.45","219289.42","125177.66","160489.77","269016.63","246749.23","184214.89","negative","No Fragments","(2E,4E)-2,7-Dimethyl-2,4-octadienedioic acid,1,2-Dihydroxymint lactone,1-(3,4-Dimethoxyphenyl)ethane-1,2-diol,2,3-Methylene suberic acid,3,4-Methylene suberic acid,3-(4-Hydroxy-3-methoxyphenyl)-1,2-propanediol,5-(3E-Pentenyl)tetrahydro-2-oxo-3-furancarboxylic acid,Guaifenesin,Paeonilactone A,cis-2,3-Dihydroxy-2,3-dihydro-p-cumate","C06579,C09853,C16644,C17454,HMDB04998,HMDB30991,HMDB33093,HMDB34099,HMDB59768,HMDB59779"
"2747","93.0346","315.24","4145800","4183126.25","4300477","4668320","4628302","4623889","5088025.5","5284451.5","6020983","4885170.5","5239271.5","5965911","6618813","5809161.5","5384202.5","6193570","5439626.5","5823403","6042397","6418692.5","5538471","negative","Annotate in FrAnK","Arene oxide,Phenol","C00146,C01782,C15584,HMDB00228"
"2748","154.0147","326.14","207246.3","218537.66","221041.61","244161.17","229043.14","227058.45","271178.44","242690.75","272415.28","265069.91","341975.25","374637.56","379109.31","315989.34","335537.31","347764.09","280117.25","337014.63","316254.94","387599.81","371434.44","negative","No Fragments","2,4-Dihydroxy-nitrophenol,2,6-Dihydroxynicotinate,4-Nitrocatechol","C02235,C15523,HMDB02916,HMDB06200"
"2749","154.0147","315.09","189268.95","181532.33","174116.58","230162.59","201262.45","210417.64","247701.03","225462.59","227909.97","215324.66","341975.25","374637.56","367511.94","280145.03","262604.22","331835.25","265563.72","332519.78","276979.06","387599.81","334957.47","negative","No Fragments","2,4-Dihydroxy-nitrophenol,2,6-Dihydroxynicotinate,4-Nitrocatechol","C02235,C15523,HMDB02916,HMDB06200"
"2750","167.0211","745.87","2988542.75","2684282.25","2829603.5","1234433.25","6295427.5","1822501.38","2620456","2962443.25","3341467.5","2455656.75","955760.38","6335603","2374802.75","3130149.25","2328573.75","1983273.75","2435067.5","2510870.25","1482794","2071085.13","5498963","negative","Annotate in FrAnK","Urate,Uric acid","C00366,HMDB00289"
"2751","179.0562","1033.6","3776482","3435130.25","2804987","2449842","4894375","2308294.25","3556979.75","2994718.25","3379524.5","3147739","1783444","6324664.5","2366523","2790721.25","2251723","1869101.63","2651990.25","3497762.75","1904244.75","2174252.25","4664833.5","negative","D-FRUCTOSE (C6H12O6) Prob = 70.7200000000","2-Deoxy-D-gluconate,3(S)-hydroxy-all-cis-8,11,14,17-eicosatetraenoyl-CoA,3-Deoxyarabinohexonic acid,Allose,Alpha-D-Glucopyranoside,Alpha-D-Glucose,Beta-D-Galactose,Beta-D-Glucose,D-Aldose,D-Allose,D-Altrose,D-Fructose,D-Fuconate,D-Galactose,D-Glucopyranoside,D-Glucose,D-Gulose,D-Hamamelose,D-Hexose,D-Idose,D-Mannose,D-Psicose,D-Sorbose,D-Tagatose,D-Talose,D-chiro-Inositol,Dihydroxyacetone (dimer),Fructose(pyranose),Fructose-1P,Galactose,Glycoprotein-phospho-D-mannose,L-Fructose,L-Fuconate,L-Galactose,L-Gulose,L-Rhamnonate,L-Sorbose,Levoinositol,Myoinositol,Scyllitol,Sorbose,alpha-D-Galactose,alpha-D-Glucose,alpha-D-Mannose,alpha-L-Sorbopyranose,beta-D-Fructose,beta-D-Galactose,beta-D-Glucose,beta-D-Hamamelopyranose,beta-D-Mannose,muco-Inositol,myo-Inositol,scyllo-Inositol","C00031,C00095,C00124,C00137,C00159,C00221,C00247,C00267,C00737,C00738,C00764,C00795,C00936,C00962,C00984,C01452,C01487,C01582,C01680,C01719,C01720,C01825,C01906,C01934,C02209,C02336,C02782,C05003,C06152,C06153,C06464,C06465,C06466,C06467,C06468,C08351,C08356,C10906,C15923,C19891,HMDB00122,HMDB00143,HMDB00169,HMDB00211,HMDB00346,HMDB00516,HMDB00660,HMDB01151,HMDB01266,HMDB03345,HMDB03418,HMDB03449,HMDB06088,HMDB12326,HMDB32222,HMDB33704,HMDB34220,HMDB61922,HMDB62170,HMDB62202,HMDB62473,HMDB62538"
"2752","116.9287","2584.73","1299112.13","1124066.5","896962.63","991618.44","1230592.75","1436290.5","974287.69","1011968.88","1361123.75","1077274.13","2331737.5","2293591","3452617.75","1932427.13","2059483","6022651.5","1905983.13","1791025.75","2912990.5","1889982.38","2286467.75","negative","No Fragments","",""
"2753","219.1755","2568.66","1058570.88","973648.44","987098.06","957012.88","1007990.5","1188496.75","1006334.88","982222","1036360.56","1008148.25","1490219.25","1498929.75","1644275.25","1314818.5","1526047.63","1648956.38","1503670.13","1381198.75","1518262.88","1448930.38","1461021.63","negative","Annotate in FrAnK","(+)-2-Sterpurene-6-ol,(+)-8-Drimen-7-one,(+)-Bicyclohumulenone,(+)-Khusimol,(+)-delta-Cuprenen-4alpha-ol,(-)-1(10),11-Eremophiladien-9beta-ol,(-)-4-Acoren-3-one,(11R)-Dihydroartemisinic aldehyde,(2-trans,6-trans)-farnesal,(2R,6S,7S,10Z)-beta-Santala-3(15),10-dien-12-ol,(3S,6E)-6-Caryophyllen-15-al,(5R)-Albaflavenol,(5R)-albaflavenol,(5S)-Albaflavenol,(5S)-albaflavenol,(6Z,9Z,12Z)-6,9,12-Pentadecatrien-2-one,(R)-2,7(14),9-Bisabolatrien-11-ol,1,5-Epoxy-4(14)-salvialene,10-Hydroxy-alpha-humulene,11-Copaen-4-ol,14-Hydroxy-modhephene,1beta,10beta-Epoxy-nardosinane,2,6-Di-tert-butyl-4-methylphenol,2-trans,6-trans-Farnesal,2E,6Z-farnesal,3,15-Epoxy-6-caryophyllene,3-Copaene-2-ol,4(15)-Copaen-11-ol,4-Nonylphenol,4-n-Nonylphenol,5,10-Epoxy-muurolane,5-bromo-1-isopropyl-2,5a-dimethyl-decahydro-cyclopropa[a]inden-2-ol,7(14)-Isodaucen-10-one,8alpha-3-Copaen-8-ol,Acolamone,Acoragermacrone,Acorenone,Alismol,Apritone,Aromadendrene epoxide,Artemisinic alcohol,Bisabolene oxide,Bisacurol,Butylhydroxytoluene,Cabreuva oxide D,Calacone,Caryophyllene alpha-oxide,Caryophyllene epoxide,Cyperol,Dihydronootkatone,Epishyobunone,Epoxyguaiene,Eremofukinone,Fukinone,Germacra-1(10),4,11(13)-trien-12-ol,Humuladienone,Humulene epoxide I,Humulene epoxide II,Humulenol I,Humulenol II,Ishwarol,Isoacolamone,Isocyperol,Isoshyobunone,Isospathulenol,Italicene ether,Nootkatol,Pentalen-13-ol,Preisocalamendiol,Solavetivol,Spathulenol,Suberosanone,Vetiverol,albaflavenol,alpha-Bergamotenol,alpha-Cyperol,alpha-Santal-10-en-12-ol,alpha-Santalol,alpha-Valerenol,alpha-santalol,beta-Betulenol,beta-Costol,beta-Santalol,beta-santalol,ent-9-Aristen-8alpha-ol,trans-beta-Santalol","C03461,C09719,C09720,C14550,C14693,C16908,C16945,C16974,C17462,C17915,C17953,C17955,C19676,C19711,C19938,C20229,C20307,C20325,HMDB13688,HMDB30232,HMDB32220,HMDB33826,HMDB34661,HMDB34718,HMDB34940,HMDB35020,HMDB35026,HMDB35097,HMDB35306,HMDB35391,HMDB35645,HMDB35704,HMDB35718,HMDB35720,HMDB35739,HMDB35793,HMDB36118,HMDB36192,HMDB36402,HMDB36420,HMDB36716,HMDB36717,HMDB36788,HMDB36789,HMDB36793,HMDB36798,HMDB37069,HMDB37392,HMDB37395,HMDB37811,HMDB38119,HMDB38123,HMDB38134,HMDB38146,HMDB38160,HMDB38193,HMDB38208,HMDB38209,HMDB38210,HMDB38211,HMDB38212,HMDB38512,HMDB38982,HMDB39532,HMDB39711,HMDB40763,HMDB59836,HMDB60356,LMPR0103010007,LMPR0103010012,LMPR0103130001,LMPR0103140002,LMPR0103230001,LMPR0103250001,LMPR0103270002,LMPR0103280002,LMPR0103370002,LMPR0103560001,LMPR0103600002,LMPR0103660001,LMPR0103700004,LMPR0103700007,LMPR0103700008,LMPR0103700009,LMPR0103780002,LMPR0103790001,LMPR0103800002,LMPR0103800003,LMPR0103830001,LMPR0103830003,LMPR0103840001"
"2754","195.9059","2568.32","67765.84","74272.27","58455.59","83716.47","103479.56","65927.42","76955.02","79347.42","86491.27","95432.84","382252.41","385106.66","623450.88","324362.97","347461.78","908914.69","308022.81","336486.03","480545.16","291476.59","381280.75","negative","No Fragments","",""
"2755","117.9287","2554.87","224642.14","217093.13","222778.81","211675.17","209826.67","236941.94","199758.14","220456.63","264213.59","222397.77","301138.19","292542.16","505399.75","257811.19","285435.16","820847.63","267165.47","257382.08","356059.81","237261.08","314307.81","negative","Annotate in FrAnK","",""
"2756","256.2365","2577.67","189254.66","156355.39","150858.17","169115.45","147944","180693.97","152902.78","165677.09","170776.13","156414.73","193665.77","218547.34","196617.7","192036.48","204441.88","230372.98","214223.98","203585.14","212602.97","191852.13","196272.48","negative","No Fragments","",""
"2757","281.2487","2577.61","111727.62","102207.78","104936.82","121312.38","112524.81","124173.43","100007.3","108338.59","107007.38","114518.41","165205.05","194976.66","215116.17","178745.14","179315.19","215766.75","174503.44","177231.28","209268.88","170039.03","186065.17","negative","No Fragments","(11E)-Octadecenoic acid,(6Z)-Octadecenoic acid,(9E)-Octadecenoic acid,(9Z)-Octadecenoic acid,(Z)-13-Octadecenoic acid,10E-octadecenoic acid,10Z-Hexadecenyl acetate,11-Cycloheptylundecanoic acid,11E-Hexadecenyl acetate,11Z-Hexadecenyl acetate,12Z-Hexadecenyl acetate,13Z-octadecenoic acid,15E-octadecenoic acid,15Z-octadecenoic acid,16E-octadecenoic acid,16Z-octadecenoic acid,17-octadecenoic acid,17:1(12)(7Me),17:1(4)(15Me),17:1(4)(16Me),17:1(6)(9Me),18-Octadecanolide,18:1(13E),18:1(14E),18:1(14Z),2-methyl-16-heptadecenoic acid,2Z-octadecenoic acid,3-octadecylenic acid,3Z-Hexadecenyl acetate,3Z-octadecenoic acid,4-octadecylenic acid,4Z-octadecenoic acid,5E-Hexadecenyl acetate,5E-octadecylenic acid,5Z-Hexadecenyl acetate,5Z-octadecenoic acid,6-octadecylenic acid,6E-Hexadecenyl acetate,7-Hexadecenyl acetate,7E-octadecenoic acid,7Z-Hexadecenyl acetate,7Z-octadecenoic acid,8E-Hexadecenyl acetate,9-elaidic acid,9E-Hexadecenyl acetate,9Z-Hexadecenyl acetate,Elaidic acid,Ethyl 9-hexadecenoate,Octadec-9-enoic Acid,Oleic acid,Petroselaidic acid,Vaccenic acid,cis-10-oleic acid,cis-12-oleic acid,cis-8-oleic acid,cis-vaccenic acid,ethyl 7Z-hexadecenoate,ethyl 9Z-hexadecenoate,formyl 14-methyl-8E-hexadecenoate,formyl 14-methyl-8Z-hexadecenoate,omega-Cycloheptylundecanoic acid,trans-12-elaidic acid,trans-2-oleic acid,trans-8-elaidic acid,trans-vaccenic acid","C00712,C01712,C08363,C08367,C12103,HMDB00207,HMDB00573,HMDB03231,HMDB41480,HMDB59871,HMDB62218,HMDB62242,HMDB62703,LMFA01020206,LMFA01020372,LMFA01020373,LMFA01020374,LMFA01030002,LMFA01030061,LMFA01030062,LMFA01030063,LMFA01030064,LMFA01030065,LMFA01030066,LMFA01030067,LMFA01030068,LMFA01030069,LMFA01030070,LMFA01030071,LMFA01030073,LMFA01030074,LMFA01030075,LMFA01030076,LMFA01030077,LMFA01030078,LMFA01030079,LMFA01030080,LMFA01030081,LMFA01030290,LMFA01030291,LMFA01030292,LMFA01030293,LMFA01030294,LMFA01030295,LMFA01030296,LMFA01030880,LMFA01030881,LMFA01030882,LMFA01030895,LMFA01140008,LMFA07010343,LMFA07010344,LMFA07010345,LMFA07010346,LMFA07010347,LMFA07010361,LMFA07010362,LMFA07010363,LMFA07010365,LMFA07010366,LMFA07010367,LMFA07010368,LMFA07010378,LMFA07010497,LMFA07010498,LMFA07010500,LMFA07010502,LMFA07010633,LMFA07040056"
"2758","311.2958","214.88","4378868.5","4339685","4257892.5","5101326.5","4678663.5","4894118.5","5563904","4916992","5050852","4846139.5","2031507.5","4589982","5634924.5","2869212.25","2257304.25","2277297.5","6012074","3731768","2433110","2607583.25","4535190.5","negative","Annotate in FrAnK","14-Methylpentadecyl isobutyrate,17-methyl-nonadecanoic acid,19:0(11Me),2,14-dimethyl-octadecanoic acid,2,2,6,10,14-Pentamethylpentadecanoic acid,3,7-Dimethyl-6-octenyl 3,7-dimethyl-6-octenoate,3,7-Dimethyl-6-octenyl decanoate,3,7R,11R,15-tetramethyl-hexadecanoic acid,3-Methylbutyl pentadecanoate,3D,7D,11D-Phytanic acid,3L,7D,11D-Phytanic acid,3L,7D,11D-phytanic acid,4,14-dimethyl-octadecanoic acid,4,16-dimethyl-octadecanoic acid,4-Hydroxy-6-eicosanone,5-Hydroxy-7-eicosanone,6,14-dimethyl-octadecanoic acid,6,16-dimethyl-octadecanoic acid,7-Methyloctyl 9-methyldecanoate,Arachidic acid,Ethyl stearate,Icosanoic acid,Isoarachidic acid,Octadecyl acetate,Phytanate,Phytanic acid,decyl decanoate,dodecyl octanoate,hexadecyl butyrate,hexyl tetradecanoate,tetradecyl hexanoate","C01607,C06425,HMDB00417,HMDB00553,HMDB00801,HMDB02212,HMDB31318,HMDB34156,HMDB35672,HMDB35673,HMDB62520,LMFA01010020,LMFA01020017,LMFA01020048,LMFA01020049,LMFA01020050,LMFA01020051,LMFA01020052,LMFA01020220,LMFA01020287,LMFA01020342,LMFA07010398,LMFA07010428,LMFA07010442,LMFA07010451,LMFA07010458,LMFA07010469,LMFA07010598,LMFA07010607,LMFA07010608,LMFA07010650,LMFA07010683,LMPR0104010004"
"2759","568.54","217.23","1774644.75","1367144.38","2212605.75","1711849.38","2047903.63","2065522.63","2752653.5","2703073","2800706.5","1949594.63","554189.63","1349036.88","1783320","703089.13","NA","275419.47","1835443.75","1251865.5","NA","489740.63","1169730.38","negative","No Fragments","",""
"2760","121.0295","357.22","4542367","3722787.25","4726457","4305687","4166396.5","3906660.5","4547424","4938189.5","5089699.5","5230069.5","3563005.75","4544470","4324497.5","4398484.5","4281259","3961362.75","4417292.5","5154302.5","4682268.5","5952609","5249869.5","negative","Annotate in FrAnK","2-Hydroxybenzaldehyde,3-(2-Furanyl)-2-propenal,3-Hydroxybenzaldehyde,4-Hydroxybenzaldehyde,Aromatic acid,Benzoate,Benzoic acid,Salicylaldehyde,Tropolone","C00180,C00539,C00633,C03067,C06202,C15474,HMDB01870,HMDB11718,HMDB32918,HMDB34170,Std3_1_20170612_140021_12"
"2761","176.9758","352.49","46338.98","81870.17","80019.1","74129.14","72858.06","59022.71","84000.02","67796.66","75164.01","74884.8","65422.77","59818.84","63948.71","80565.31","50533.77","56860.21","67161.71","57434.39","90375.09","57066.33","57243.8","negative","No Fragments","",""
"2762","118.051","868.54","4352255.5","3076658","2794082.75","2370659","5402548.5","2160743.25","3314729.5","2984546.75","3359287.5","2979988.5","1243784.63","5548884","1872994","2367070.25","1943315.63","1702666.63","2133856.75","2666982.75","1315678.38","1614960.63","4715019","negative","Annotate in FrAnK","(-)-erythro-(2R,3R)-Dihydroxybutylamide,2-Methylserine,4-Amino-3-hydroxybutanoate,4-Amino-3-hydroxybutyrate,D-Allothreonine,D-Threonine,Hydroxyethyl glycine,L-Allothreonine,L-Homoserine,L-Threonine,L-homoserine","C00188,C00263,C00820,C02115,C03678,C05519,C11108,C12317,HMDB00167,HMDB00719,HMDB04041,HMDB61148,HMDB61877,Std1_1_20170612_135637_23,Std2_1_20170612_135749_37"
"2763","130.0509","870.04","1479851","1070923.13","972312.94","867583.56","1809107.63","833323.63","1208542.63","1126969.75","1303067","1154956.88","684537.44","1757962.88","897917.19","1007979.63","790528.5","671230.5","882427.44","1072128.13","740051.44","815606.25","1282947.75","negative","trans-4-Hydroxy-L-proline (C5H9NO3) Prob = 77.9100000000","(S)-4-Amino-5-oxopentanoate,2-Amino-4-oxopentanoic acid,2-amino-4-oxo-pentanoic acid,2-oxo-5-amino-pentanoic acid,3-Hydroxy-L-proline,4-Hydroxy-2-pyrrolidinecarboxylic acid,4-Hydroxy-L-proline,4-Hydroxyproline,5-Amino-2-oxopentanoic acid,5-Aminolevulinate,5-Aminolevulinic acid,5-amino-levulinic acid,Hydroxyproline,L-Glutamate 5-semialdehyde,L-Glutamic gamma-semialdehyde,N-Acetyl-L-alanine,N-Acetyl-beta-alanine,Propionylglycine,Trans-3-hydroxy-L-proline,cis-3-Hydroxy-L-proline,cis-4-Hydroxy-D-proline,cis-4-Hydroxy-L-proline,trans-3-Hydroxy-L-proline,trans-4-Hydroxy-D-proline,trans-4-Hydroxy-L-proline","C00430,C01015,C01073,C01110,C01157,C01165,C03341,C03440,C03651,C03741,C05147,C19706,HMDB00725,HMDB00766,HMDB00783,HMDB01149,HMDB02104,HMDB02113,HMDB06055,HMDB06272,HMDB36576,HMDB59659,HMDB60460,HMDB61880,LMFA01060169,LMFA01060171,LMFA01100055,Std1_1_20170612_135637_24"
"2764","310.1146","869.03","1186026.25","747258.81","605109.5","516235.31","1579952.25","430668.56","866436.5","744662.75","941736.5","750114.31","202250.11","1307580.75","328946.66","443413.19","265106.22","179776.72","340634.5","523515.41","210235.23","272021.28","655992.56","negative","No Fragments","",""
"2765","348.0915","875.71","198555.2","128226.02","115209.61","120118.85","316553.66","114029.79","157933.22","138276.69","193802.77","135542.25","32855.5","155358.61","62349.23","80645.41","49427.47","42079.44","73706.21","85083.94","34828.21","58087.7","91834.26","negative","No Fragments","",""
"2766","349.1619","866.31","202229.41","168479.75","138436.67","118415.3","201328.45","91085.76","150822.23","133851.17","171658.84","139025.64","47673.86","156235.83","83302.88","79385.7","68667.78","59528.52","72297.71","96320.53","58381.16","64632.29","124396.47","negative","No Fragments","",""
"2767","162.0489","869.51","169795.59","134390.86","102779.86","106229.98","150612.17","93568.2","119514.51","117924.23","127327.41","120580.59","45006.75","131168.69","64243.41","77889.84","62337.43","47489.36","59686.21","87128.36","50773.43","50584.93","119437.13","negative","No Fragments","",""
"2768","144.0383","875.32","85859.47","82937.28","58248.12","58618.56","103547.86","61137.74","75486.9","64815.4","86527.27","69243.68","34544.75","91652.41","38153.52","42862.09","31672.42","26853.28","39706.3","48612.95","22461.43","35622.31","54613.77","negative","No Fragments","",""
"2769","144.0383","865.01","85859.47","82937.28","58018.93","48871.84","95603","50946.56","75486.9","64815.4","84974.3","69243.68","34544.75","91652.41","31204.88","39281.4","28557.17","26853.28","32762.24","48612.95","22461.43","30134.02","54613.77","negative","No Fragments","",""
"2770","250.0309","876.01","70493.69","39680.13","47746.61","49530.48","92618.2","43125.54","66564.23","43984.46","61662.38","52540.55","29191.09","72117.11","32720.17","40090.6","29458.91","21384.41","36520.68","53954.08","29017.92","29105.15","47124.84","negative","No Fragments","",""
"2771","236.0154","873.55","57875.44","50485.11","61858.28","41489.1","91569.44","54823.71","71697.2","60245.83","66610.43","42611.61","36965.93","70062.19","44193.81","51652.8","36182.37","35592.32","49122.82","61901.2","41882.6","32553.09","53099.07","negative","No Fragments","",""
"2772","215.033","808.44","3719865.25","2551110.25","4807337","1251884.13","4068879.75","5031151","2282205.25","3305459.5","2953168.5","2609446.75","912079.44","5423651.5","2358337.5","2880319.5","1733257","1247118.25","3064826.5","4349042","1380059.75","2123694.25","3994328.25","negative","No Fragments","2-C-Methyl-D-erythritol 4-phosphate","C11434"
"2773","217.0299","807.94","1230297.75","824443","1609701","438903.09","1356344.63","1682965.5","793707.63","1120161.25","1017729.25","899582","314473.84","1888681.38","833131.44","980089.44","556919.13","430475.47","1052135.38","1481369.13","480765.94","776320.06","1319445.75","negative","No Fragments","",""
"2774","171.1392","235.78","3620785.5","4538805.5","4227912","3398914.75","4185464.25","3879325.25","4563576.5","5292762","5047389","4610321","3507492.5","3769191.25","3261805","3205428.5","3264731.75","3738216","2710806","3552764.5","4167197.75","3843848","3722716","negative","Annotate in FrAnK","(1R,2S,3S,4R)-p-Menthane-2,3-diol,(1S,3R,4R)-p-Menthane-1,3-diol,(2S)-2-Ethylhexyl acetate,(Z)-1-(1-Ethoxyethoxy)-3-hexene,(±)-3-Octyl acetate,1,1-Diethoxy-2-hexene,1alpha,3alpha,4beta-p-menthane-3,8-diol,1alpha,3beta,4beta-p-menthane-3,8-diol,1beta,3alpha,4alpha-p-menthane-3,8-diol,1beta,3alpha,4beta-p-menthane-3,8-diol,1beta,3beta,4alpha-p-menthane-3,8-diol,1beta,3beta,4beta-p-menthane-3,8-diol,2,6-Dimethyl-7-octene-2,6-diol,2-Hydroxydecan-3-one,2-Methylbutyl 2-methylbutanoate,2-Methylbutyl 3-methylbutanoate,2-Methylpropyl hexanoate,2-Pentyl 3-methylbutanoate,2-methyl nonaoic acid,2S-Hydroxydecan-3-one,3-Hydroxydecan-2-one,3-Methylbutyl 2-methylbutanoate,3-Methylbutyl pentanoate,3-methyl-nonanoic acid,4-Ethyloctanoic acid,4-Methylnonanoic acid,7-Hydroxy-3,7-dimethyloctanal,7-methyl-nonanoic acid,8-methyl-nonanoic acid,Acetaldehyde 1,3-octanediol acetal,Butyl hexanoate,Capric acid,Decanoic acid,Ethyl 2-ethylhexanoate,Ethyl octanoate,Heptanal propyleneglycol acetal,Hexanal butane-2,3-diol acetal,Hexyl 2-methylpropanoate,Hexyl butyrate,Isoamyl isovalerate,Isooctyl acetate,Isopentyl isopentanoate,Methyl nonanoate,Octyl acetate,Pentyl 3-methylbutanoate,Propyl heptanoate,butyl hexanoate,ethyl 4-methyl-heptanoate,ethyl octanoate,formyl 4-methyl-octanoate,hexyl butyrate,p-Menthane-3,8-diol,trans-p-Menthane-1,8-diol","C01571,C02904,C12289,C12292,HMDB00511,HMDB29760,HMDB30029,HMDB31264,HMDB31739,HMDB32045,HMDB32070,HMDB32155,HMDB32264,HMDB32302,HMDB32315,HMDB33620,HMDB34457,HMDB34849,HMDB35595,HMDB35723,HMDB36136,HMDB36145,HMDB36228,HMDB37387,HMDB37849,HMDB38038,HMDB38602,HMDB38783,HMDB39218,HMDB40157,HMDB40167,HMDB40195,HMDB40211,HMDB40529,HMDB41216,HMDB61805,LMFA01010010,LMFA01020089,LMFA01020154,LMFA01020246,LMFA01020247,LMFA07010197,LMFA07010419,LMFA07010436,LMFA07010447,LMFA07010518,LMFA07010520,LMFA07010654,LMFA12000149,LMFA12000152,LMFA12000153,LMPR0102090049,LMPR0102090050,LMPR0102090051,LMPR0102090052,LMPR0102090053,LMPR0102090063"
"2775","281.2487","217.17","3427039.25","4009696.75","3594140.75","4524908.5","3253481.75","3579782.5","3480891","3999422.5","4181915.25","3489609.25","4027679.75","3586098.75","3604953","4003535.5","3688457.5","4242549.5","3139669.5","3876883","4284224","4816946","4150675","negative","Annotate in FrAnK","(11E)-Octadecenoic acid,(6Z)-Octadecenoic acid,(9E)-Octadecenoic acid,(9Z)-Octadecenoic acid,(Z)-13-Octadecenoic acid,10E-octadecenoic acid,10Z-Hexadecenyl acetate,11-Cycloheptylundecanoic acid,11E-Hexadecenyl acetate,11Z-Hexadecenyl acetate,12Z-Hexadecenyl acetate,13Z-octadecenoic acid,15E-octadecenoic acid,15Z-octadecenoic acid,16E-octadecenoic acid,16Z-octadecenoic acid,17-octadecenoic acid,17:1(12)(7Me),17:1(4)(15Me),17:1(4)(16Me),17:1(6)(9Me),18-Octadecanolide,18:1(13E),18:1(14E),18:1(14Z),2-methyl-16-heptadecenoic acid,2Z-octadecenoic acid,3-octadecylenic acid,3Z-Hexadecenyl acetate,3Z-octadecenoic acid,4-octadecylenic acid,4Z-octadecenoic acid,5E-Hexadecenyl acetate,5E-octadecylenic acid,5Z-Hexadecenyl acetate,5Z-octadecenoic acid,6-octadecylenic acid,6E-Hexadecenyl acetate,7-Hexadecenyl acetate,7E-octadecenoic acid,7Z-Hexadecenyl acetate,7Z-octadecenoic acid,8E-Hexadecenyl acetate,9-elaidic acid,9E-Hexadecenyl acetate,9Z-Hexadecenyl acetate,Elaidic acid,Ethyl 9-hexadecenoate,Octadec-9-enoic Acid,Oleic acid,Petroselaidic acid,Vaccenic acid,cis-10-oleic acid,cis-12-oleic acid,cis-8-oleic acid,cis-vaccenic acid,ethyl 7Z-hexadecenoate,ethyl 9Z-hexadecenoate,formyl 14-methyl-8E-hexadecenoate,formyl 14-methyl-8Z-hexadecenoate,omega-Cycloheptylundecanoic acid,trans-12-elaidic acid,trans-2-oleic acid,trans-8-elaidic acid,trans-vaccenic acid","C00712,C01712,C08363,C08367,C12103,HMDB00207,HMDB00573,HMDB03231,HMDB41480,HMDB59871,HMDB62218,HMDB62242,HMDB62703,LMFA01020206,LMFA01020372,LMFA01020373,LMFA01020374,LMFA01030002,LMFA01030061,LMFA01030062,LMFA01030063,LMFA01030064,LMFA01030065,LMFA01030066,LMFA01030067,LMFA01030068,LMFA01030069,LMFA01030070,LMFA01030071,LMFA01030073,LMFA01030074,LMFA01030075,LMFA01030076,LMFA01030077,LMFA01030078,LMFA01030079,LMFA01030080,LMFA01030081,LMFA01030290,LMFA01030291,LMFA01030292,LMFA01030293,LMFA01030294,LMFA01030295,LMFA01030296,LMFA01030880,LMFA01030881,LMFA01030882,LMFA01030895,LMFA01140008,LMFA07010343,LMFA07010344,LMFA07010345,LMFA07010346,LMFA07010347,LMFA07010361,LMFA07010362,LMFA07010363,LMFA07010365,LMFA07010366,LMFA07010367,LMFA07010368,LMFA07010378,LMFA07010497,LMFA07010498,LMFA07010500,LMFA07010502,LMFA07010633,LMFA07040056"
"2776","207.0123","261.33","105387.33","59687.88","22529.21","31921.93","60041.12","344801.31","NA","NA","27332.68","NA","42393.78","133624.69","59112.04","169114.44","69235.12","109193.58","75119.62","63739.54","80488.84","46446.06","4789473","negative","2-Naphthalenesulfonic acid (C10H8O3S) Prob = 93.2400000000","1-Naphthalenesulfonic acid,2-Naphthalenesulfonic acid","C16201,C16202"
"2777","227.0927","266.3","242632.75","276690.47","207412.3","238383.73","309182.16","300970.53","176148.14","221465.61","247925.66","273169.69","145013.03","347716.63","285179.72","199914.41","138780.8","186229.95","149514.17","144215.44","157995.31","131251.42","852775.88","negative","No Fragments","Depdecin,Propyl propane thiosulfonate","HMDB32496,LMFA05000013"
"2778","215.1289","266.47","139290.33","189027.94","206007.03","170699.95","83720.25","112071.77","191056.16","243989.86","186858.7","189532.91","81628.9","172421.75","157153.45","101174.57","87863.98","121859.84","69793.6","117481.37","185376.44","260784.89","551193.13","negative","No Fragments","Butyl butyryllactate,Undecanedioic acid","HMDB00888,HMDB37137,LMFA01170007"
"2779","257.1396","264.88","193566.67","167849.09","157355.75","161077.86","141456.02","142888.8","162104.55","153579.53","203862.16","132611.13","115422.45","199437","139678.78","119827.34","67642.92","141398.72","76179.93","105239.81","91071.67","95666.36","514061.25","negative","No Fragments","",""
"2780","269.1032","263.71","71270.81","91231.27","90135.17","68875.24","58466.11","84767.45","73251.36","95907.89","74812.42","72390.92","50100","64770.08","58684.57","58553.56","56878.71","49087.84","49111.05","43920.41","50153.09","26253.66","378907.59","negative","No Fragments","",""
