"Peak id","Mass","RT","UN_1.mzXML","UN4.mzXML","INFEC_1.mzXML","INFEC_2.mzXML","INFEC_3.mzXML","INFEC_4.mzXML","HK1.mzXML","HK2.mzXML","HK3.mzXML","HK4.mzXML","SOR_UN1.mzXML","SOR_UN2.mzXML","SOR_UN3.mzXML","SOR_UN4.mzXML","SOR_INF1.mzXML","SOR_INF2.mzXML","SOR_INF3.mzXML","SOR_HK1.mzXML","SOR_HK2.mzXML","SOR_HK3.mzXML","SOR_HK4.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","KEGG ID"
"943","83.0604","1304.89","1384885","1315498.5","1185850","1481253.25","1377143.38","1237483.13","1313289.13","1419225.5","1648875.88","1224156.63","406652.06","411207.5","372240.5","387113.47","457294.72","437939.38","403001.38","387689.16","403494.28","408385.13","462200.59","positive","Annotate in FrAnK","2-Methylimidazole,4-Methylimidazole,Acetonitrile,Fomepizole","C07837,C19261,C19262,HMDB15344,HMDB61869"
"944","300.2896","433.64","541637.88","1272909","851623.06","1229760.75","745558.19","855434.94","1635844.63","1363219.38","1571004","1019608.13","338660.5","539441.13","657677.38","408517.84","235167.13","307755.41","748982.13","794684.75","425307.63","655535","541831.56","positive","No Fragments","(8Z,d18:1) sphingosine,12-amino-octadecanoic acid,2-amino-octadecanoic acid,3-Dehydrosphinganine,3-ketosphinganine,5-hydroxy,3E-sphingosine,Palmitoyl-EA,Palmitoylethanolamide,Sphingosine","C00319,C02934,C16512,HMDB00252,HMDB01480,HMDB02100,LMFA01100008,LMFA01100009,LMFA08040013,LMSP01010001,LMSP01020002,LMSP01080004,LMSP01080008"
"945","365.1052","911.95","72261.6","1624029.25","365527.59","207400.73","274288.91","353228.84","195757.25","81029.39","198304.77","NA","85620.83","47779.73","193089.02","66178.41","252079.17","188809.81","124068.81","81385.75","110267.46","148032.42","539681.25","positive","No Fragments","2-alpha-D-Glucosyl-D-glucose,3-O-alpha-D-Mannopyranosyl-alpha-D-mannopyranose,3-b-Galactopyranosyl glucose,4-O-beta-D-Mannopyranosyl-D-glucopyranose,Allolactose,Alpha-Lactose,Cellobiose,D-Fructosyl-D-fructofuranose,D-Glucosyl-D-mannose,D-Maltose,DEAE-cellulose,Epimelibiose,Fagopyritol A1,Galabiose,Galactinol,Gentiobiose,Glucinol,Glucose-1,3-mannose oligosaccharide,Inulobiose,Isomaltose,Kojibiose,Lactose,Lactulose,Laminaribiose,Levanbiose,Maltose,Maltulose,Mannobiose,Melibiose,Melibiulose,Neotrehalose,Nigerose,Palatinose,Sakebiose,Sophorose,Sucrose,Trehalose,Trehalulose,Turanose,alpha,alpha-Trehalose,alpha-Cellobiose,alpha-D-Aldosyl beta-D-fructoside,alpha-D-Galactosyl-(1->3)-1D-myo-inositol,alpha-D-Glucosyl-(1,3)-D-mannose,alpha-Maltose,beta-Cellobiose,beta-D-Fructofuranosyl-alpha-D-mannopyranoside,beta-Lactose,beta-Maltose","C00089,C00185,C00208,C00243,C00252,C00897,C01083,C01235,C01518,C01711,C01725,C01728,C01742,C01970,C01971,C02048,C02964,C03857,C04147,C04219,C05400,C05402,C06421,C06422,C07064,C08240,C08250,C15548,C18068,C19632,C19633,C19634,C19636,C19773,C20236,HMDB00048,HMDB00055,HMDB00163,HMDB00186,HMDB00258,HMDB00740,HMDB00975,HMDB02923,HMDB05826,HMDB06603,HMDB06792,HMDB11740,HMDB11742,HMDB29880,HMDB29882,HMDB29898,HMDB29902,HMDB29919,HMDB29933,HMDB33368,HMDB38489,HMDB39237,HMDB39727,HMDB39876,HMDB41627,HMDB60068"
"946","147.0764","982.76","1604806.25","754164.13","1004506.5","1181983.25","858327.69","733078","605009.63","1073255.88","925684.5","1164582.5","229632.63","653659.94","442975.75","496347.47","321736.75","270371.06","511623.06","591607","229906.91","393177.16","837704.63","positive","No Fragments","2-Amino-3-hydroxypropanoic acid,3-Ureidoisobutyrate,Alanyl-Glycine,Alanylglycine,D-Glutamine,D-Serine,DL-Serine,Glutamine,Isoglutamine,L-Glutamine,L-Serine,Protein serine,Ureidoisobutyric acid","C00064,C00065,C00303,C00716,C00740,C00819,C05100,C16673,HMDB00187,HMDB00641,HMDB02031,HMDB03406,HMDB03423,HMDB06899,HMDB28687,HMDB62263,LMFA01100045"
"947","265.0087","981.94","70881.38","45521.88","37717.63","36126.52","66002.21","25523.36","46631.05","54487.8","62813.29","48807.65","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","22270.5","positive","No Fragments","6-Deoxy-5-ketofructose 1-phosphate,D-myo-Inositol 1,2-cyclic phosphate,Inositol cyclic phosphate","C04299,C16848,HMDB01125"
"948","216.1958","295.37","779928.63","1601501.88","804962.94","1068390.38","669543.38","742873.88","896931.13","642904.75","889793.25","677852.56","1463275.25","908051.81","802419.5","645361.5","928055.56","1275595.25","836377.06","740649.13","828285.13","766415.63","1433911.75","positive","Annotate in FrAnK","(±)-Hydroxycitronellol,1,1-Dimethoxyoctane,12-amino-dodecanoic acid,Isooctanedioldibutyrate,xi-1-Ethoxy-1-hexyloxyethane","HMDB30083,HMDB37639,HMDB40267,HMDB61936,LMFA01100005"
"949","157.17","727.17","1167720.88","1191996.25","1029961.5","1088672.13","1059800.75","1107067.75","1054804.63","1077337.75","1042268.13","1597634.13","863279.25","930214.25","857080.88","889471.31","865940.19","873603","863735.31","924729.56","864756.5","848884.38","853169.19","positive","Annotate in FrAnK","2,4-dimethylpentan-3-amine,Isobutylpropylamine","HMDB31244,HMDB62667"
"950","130.0499","940.87","1407437.38","829775.5","865914.56","427429.72","1146270.38","479708.34","763959.44","1014926.69","952496.69","926492.38","932064.38","1135355.75","705350.63","867948.13","805369.31","455699.78","961806.63","785971.88","446143.81","869207.25","1575480.38","positive","Annotate in FrAnK","(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylic Acid,1-Pyrroline-4-hydroxy-2-carboxylate,2-hydroxyacrylic Acid,3-Hydroxypropenoate,3-Oxopropanoate,4-Oxoproline,5-Oxo-D-proline,5-Oxoprolinate,Ethylene carbonate,Glucosereductone,L-1-Pyrroline-3-hydroxy-5-carboxylate,Malonic semialdehyde,N-Acryloylglycine,Pidolic acid,Pyroglutamic acid,Pyrrolidonecarboxylic acid,Pyrroline hydroxycarboxylic acid,Pyruvate,Pyruvic acid,dimethadione","C00022,C00222,C01877,C01879,C02237,C04281,C04282,C12069,C20363,HMDB00243,HMDB00267,HMDB00805,HMDB01369,HMDB01843,HMDB02234,HMDB11111,HMDB40261,HMDB60262,HMDB61093,HMDB62585,HMDB62676,LMFA01060077"
"951","148.0797","941.33","299289.34","326711.06","175172.59","92842.64","276551.78","94371.98","163825.25","212988.86","228981.39","181315.56","140000.97","197949.77","114873.75","134901.55","130725.87","85385.07","141771.81","125410.18","66082.42","143489.44","281587.03","positive","No Fragments","",""
"952","227.1138","946.57","133138.36","109420.64","78985.38","75331.19","170176.3","60258.44","110768.77","96674.71","104635.78","103148.95","87085.5","231895.66","82570.18","126276.37","91014.18","59580.75","106459.08","124319.37","84178.53","109769.14","200779.59","positive","No Fragments","(6R)-6-(L-Erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroxypterin,(S)-N-(4,5-Dihydro-1-methyl-4-oxo-1H-imidazol-2-yl)alanine,Alanyl-Histidine,Carnosine,Histidinyl-Alanine","C00386,HMDB00033,HMDB12482,HMDB28689,HMDB28878,HMDB34912"
"953","193.0948","2547.79","634451.75","556179.5","648832.19","551366.31","538673.06","657868.44","563870.88","569269.5","650450.06","540227.81","1406495.38","1355924.25","1425088.75","1357050.5","1263382","1365581","1231990.5","1573393.38","1233006.13","1514480.25","1302438","positive","Annotate in FrAnK","(2E)-Decenoyl-ACP,(3xi,6xi)-Cyclo(alanylvalyl),1-Aminocyclopentanecarboxylate,2-Pyrrolidineacetic acid,3-Acetamidobutanal,D-Pipecolic acid,L-Pipecolate,L-Pipecolic acid,L-trans-4-Methyl-2-pyrrolidinecarboxylic acid,Levetiracetam,N4-Acetylaminobutanal,Pipecolic acid,Vigabatrin,trans-3-Aminocyclopentane-1-carboxylic acid","C00408,C03969,C05936,C07500,C07841,C13696,HMDB00070,HMDB00716,HMDB04226,HMDB05960,HMDB15212,HMDB15333,HMDB29435,HMDB29444,HMDB33926,HMDB59649,HMDB62225"
"954","217.1798","2541.51","129413.05","113074.01","124369.67","154057.2","117280.41","115288.88","145305.05","106051.14","122126.48","105601.48","442587.38","537510.13","746484.69","498893.06","521324.38","532842.13","473973.59","497092.22","551230.94","438381.97","548128.69","positive","No Fragments","(R)-3-Hydroxydodecanoic acid,11-hydroxy-dodecanoic acid,11R-hydroxy-dodecanoic acid,12-Hydroxydodecanoic acid,12-hydroxy lauric acid,2R-hydroxylauric acid,2S-hydroxylauric acid,3-Hydroxydodecanoic acid,3R-hydroxy-dodecanoic acid,3S-hydroxy-dodecanoic acid,4-hydroxy lauric acid,4R-hydroxylauric acid,4S-hydroxylauric acid,7-hydroxy-dodecanoic acid,9-hydroxy-dodecanoic acid,alpha-hydroxy lauric acid,beta-hydroxylauric acid,xi-5-Hydroxydodecanoic acid","C08317,HMDB00387,HMDB02059,HMDB10728,HMDB40169,LMFA01050036,LMFA01050037,LMFA01050038,LMFA01050039,LMFA01050165,LMFA01050166,LMFA01050167,LMFA01050251,LMFA01050252,LMFA01050253,LMFA01050361,LMFA01050362,LMFA01050363,LMFA01050364"
"955","306.2543","2555.4","152401.45","157632.69","169100.48","161366.63","145314.5","128457.41","161709.72","144612.86","173922.69","168819.78","294159.41","295825.81","284329.78","279177.34","308971.38","264630.25","279421.84","307012","308305.44","245937.45","360021.94","positive","No Fragments","",""
"956","239.1617","2551.76","52455.43","40988.81","52959.55","63509.67","81170.42","57195.3","75706.86","49948.8","68243.71","72714.88","220050.67","239630.63","324008.38","219183.98","209185.75","254780.7","261785.19","186168.55","215910.7","231218.67","268974.63","positive","No Fragments","(R)-3-Hydroxydodecanoic acid,11-hydroxy-dodecanoic acid,11R-hydroxy-dodecanoic acid,12-Hydroxydodecanoic acid,12-hydroxy lauric acid,2R-hydroxylauric acid,2S-hydroxylauric acid,3-Hydroxydodecanoic acid,3R-hydroxy-dodecanoic acid,3S-hydroxy-dodecanoic acid,4-ethylamino-6-isopropylamino-1,3,5-triazin-2-ol,4-hydroxy lauric acid,4R-hydroxylauric acid,4S-hydroxylauric acid,7-hydroxy-dodecanoic acid,9-hydroxy-dodecanoic acid,Hydroxyatrazine,alpha-hydroxy lauric acid,beta-hydroxylauric acid,xi-5-Hydroxydodecanoic acid","C06552,C08317,HMDB00387,HMDB02059,HMDB10728,HMDB40169,HMDB62766,LMFA01050036,LMFA01050037,LMFA01050038,LMFA01050039,LMFA01050165,LMFA01050166,LMFA01050167,LMFA01050251,LMFA01050252,LMFA01050253,LMFA01050361,LMFA01050362,LMFA01050363,LMFA01050364"
"957","260.2218","2558.05","57450.8","24229.9","27630.43","39740.45","55355.29","64764.93","64044.8","30631.48","38394.56","36513.53","223310.48","201847.77","193832.69","171762.98","192608.45","267863.25","238037.11","233317.94","172823.06","216100.11","190893.89","positive","No Fragments","8,8-Dimethoxy-2,6-dimethyl-2-octanol","HMDB40219"
"958","196.9545","2549.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","123905.52","74193.26","85492.48","58541.02","74039.62","58732.46","106230.13","62103.46","66171.91","104418.84","68204.13","positive","No Fragments","",""
"959","287.1487","2545.5","41962.12","18946.86","33321.69","35828.49","14187.06","29164.06","34908.24","25277.25","19239.65","34069.95","75265.59","98776.09","74825.5","77445.48","86718.93","65986.3","86529.29","70578.74","81133.66","69236.97","70404.52","positive","No Fragments","",""
"960","274.2738","2612.51","446516.84","411136.31","324937.53","456596.88","423156.19","471089.91","353140.41","448203.47","447485.53","422868.72","1395344.63","1377626.88","1341584.5","1203168.88","1286151","1573286.88","1282226.5","1446015.13","1346926","1271238.63","1262538","positive","Annotate in FrAnK","C16 Sphinganine,Hexadecasphinganine","C13915,LMSP01040001"
"961","189.1597","1339.14","1065217.25","954079.38","932605.81","614139.94","1560699","710689.94","1267470.88","1182097.75","1378678.88","1246899.75","454726.84","1513186.13","613401.94","808017.06","727917.63","596696.75","783990.63","1170051.88","778746","912297.75","1547300.5","positive","Annotate in FrAnK","7,8-Diaminononanoate,N6,N6,N6-Trimethyl-L-lysine,Propamocarb","C01037,C03793,C18885,HMDB01325"
"962","223.1117","315.52","419534.66","548995.31","429728.63","558615.63","419335.19","419655.72","613568.88","562776.13","534556.88","567152.06","844613.56","857438.69","924499.63","868231.31","608388.94","672249.25","632771.94","807243.13","905684.5","1559441.75","1303821.38","positive","No Fragments","Buthionine sulfoximine","C04543"
"963","153.091","264.43","366130.59","451581.06","403110.56","372209.47","412504.25","427262","463674.72","416316.69","395458.13","408201.09","773570.94","896139.5","694048.88","807770.69","930687.25","856542.94","588227.81","830198.06","886142.88","752603.38","1559283","positive","No Fragments","(Dimethoxymethyl)benzene,1-(2-Furanyl)-1-pentanone,2,6,6-Trimethyl-2-cyclohexene-1,4-dione,2,6Z-Nonadien-4-olide,2-(Ethoxymethyl)phenol,2-Isopropoxyphenol,2-Isopropyl-1,4-benzenediol,2-Propenyl 2,4-hexadienoate,3,5-Dimethoxytoluene,3-(4-Hydroxyphenyl)-1-propanol,3-(5-Methyl-2-furanyl)butanal,3-Isopropylcatechol,4-(Ethoxymethyl)phenol,4-Ethyl-2-methoxyphenol","C01014,HMDB32132,HMDB32599,HMDB36169,HMDB36227,HMDB39801,HMDB39956,HMDB40175,HMDB40216,HMDB40449,HMDB41326,HMDB41804,HMDB59853,LMFA07040019"
"964","172.1332","265.39","434448.88","602053.5","505452.16","602018.06","521002.75","526661.56","463729.31","451994.03","469157.75","531357.75","1484369","1210562.25","868698.13","873584.63","916197.75","857227","975648.25","531001.25","775257.31","639314.31","1481252.5","positive","Annotate in FrAnK","(±)-2-Pentanol acetate,2-Methylbutyl acetate,2-Methylhexanoic acid,2-Methylpropyl propanoate,2-Methylpropyl propionate,2-ethyl-2-methyl-butanoic acid,2-hydroxy-Heptan-3-one,2-methyl-hexanoic acid,3,4-dimethyl valeric acid,3-Hydroxyheptan-2-one ,3-methyl-hexanoic acid,4,4-dimethyl valeric acid,4-methyl-hexanoic acid,5-Methylhexanoic acid,5-methyl-hexanoic acid,Butyl propionate,Ethyl 2-methylbutyrate,Ethyl isovalerate,Ethyl pentanoate,Gabapentin,Heptanoic acid,Heptylic acid,Hexyl formate,Isoamyl  acetate,Isopentyl acetate,Isopropyl 2-methylpropanoate,Isopropyl butyrate,Methyl (±)-2-methylpentanoate,Methyl 4-methylpentanoate,Methyl hexanoate,Pentyl acetate,Propyl 2-methylpropanoate,Propyl butyrate,alpha,alpha-dimethyl valeric acid,alpha-ethyl valeric acid,beta,beta-dimethyl valeric acid,cis- and trans-2-Isopropyl-4-methyl-1,3-dioxolane,ethyl 2-methyl-butanoate,ethyl 3-methyl-butanoate,formyl hexanoate,propionyl butyrate","C12290,C12296,C17714,HMDB00666,HMDB05015,HMDB30028,HMDB30052,HMDB31528,HMDB31594,HMDB31595,HMDB31600,HMDB32204,HMDB32874,HMDB33745,HMDB34166,HMDB34239,HMDB35238,HMDB36209,HMDB36237,HMDB36238,HMDB38227,HMDB39095,HMDB39618,HMDB39619,HMDB40297,LMFA01010007,LMFA01020080,LMFA01020081,LMFA01020082,LMFA01020083,LMFA01020084,LMFA01020085,LMFA01020086,LMFA01020144,LMFA01020145,LMFA01020146,LMFA07010176,LMFA07010417,LMFA07010433,LMFA07010506,LMFA07010511,LMFA07010567,LMFA07010673,LMFA12000014,LMFA12000021"
"965","202.1075","259.02","433879.06","413621.63","365251.41","360951.28","457913.22","419431.78","294045.22","259555.73","297063.34","293211.41","518275.56","657740.88","519761.72","462751.19","445116.97","699115.69","466184.16","481712.59","335768.34","358643.94","973179.13","positive","No Fragments","(1S,3R,4S)-3,4-Dihydroxycyclohexane-1-carboxylate,2,2-Dimethylglutaric acid,2-Ethylglutaric acid,2-Methyladipic acid,2-Propylsuccinic acid,3,3-Dimethylglutaric acid,3,3-dimethyl-glutaric acid,3-Methyladipic acid,3-methyl-adipic acid,Diethyl malonate,Dihydro-3-hydroxy-3-(1-hydroxyethyl)-4-methylfuran-2(3H)-one,Ethyl methyl_succinate,Hexamethylphosphoramide,Mono-methyl-adipate,Phenylethanolaminium,Pimelate,Pimelic acid,Propyleneglycol diacetate,Tyraminium","C02656,C04687,C16657,C19250,HMDB00555,HMDB00857,HMDB02441,HMDB29167,HMDB29573,HMDB41605,HMDB59722,HMDB59738,HMDB59893,HMDB61676,HMDB62626,HMDB62629,LMFA01170051,LMFA01170086,LMFA01170095,LMFA07040007"
"966","168.1019","268.45","86744.67","102762.13","102407.43","102399.68","95153.66","98012.37","104608.39","94139.69","106810.52","84292.73","100831.35","158342.86","98149.66","92687.46","114307.42","122499.7","91482.65","137311.19","161104.5","116092.21","183744.84","positive","No Fragments","(-)-Sympatol,1-(3-Pyridinyl)-1,4-butanediol,1-Cyclohexenecarboxylic acid,2,5-Dihydrophenylalanine,2-(2-Furanyl)-3-piperidinol,2-(Ethoxymethyl)furan,2-heptenedial,3,4-Dimethyl-1,2-cyclopentanedione,3,5-Dimethyl-1,2-cyclopentanedione,3-(3-Ethyloxiranyl)-2-propenal,3-Ethyl-1,2-cyclopentanedione,3-Methoxytyramine,3-Methyl-1,2-cyclohexanedione,3-heptynoic acid,3E-Hepten-2,5-dione,3Z-Hepten-2,5-dione,4-(beta-Methylaminoethyl)catechol,4-Hydroxy-4-methyl-5-hexenoic acid gamma lactone,4-Hydroxynorephedrine,4-Methoxytyramine,4-Methyl-3Z,5-hexadienoic acid,4-heptynoic acid,6-heptynoic acid,Allyl crotonate,D-synephrine,Enol-3-Ethyl-1,2-cyclopentanedione,Epinine,Ethinamate,Metaraminol,Methyl sorbate,Norpandamarilactonine A,Phenylephrine,Synephrine,Toluene-cis-dihydrodiol,a-Methyldopamine,p-Synephrine,xi-4-Hydroxy-4-methyl-2-cyclohexen-1-one,xi-5-Isopropyl-2(5H)-furanone","C01869,C04548,C04592,C05587,C07146,C07441,C07453,C07832,C08273,C12101,C19582,HMDB00022,HMDB02182,HMDB04826,HMDB12162,HMDB14748,HMDB15165,HMDB29582,HMDB31222,HMDB31223,HMDB32020,HMDB32067,HMDB32333,HMDB33629,HMDB34080,HMDB34835,HMDB37026,HMDB37027,HMDB38869,HMDB39837,HMDB40445,HMDB41474,HMDB41888,HMDB60592,HMDB60807,HMDB62266,HMDB62811,LMFA01030488,LMFA01030489,LMFA01030490,LMFA01030792,LMFA06000027,LMFA12000238,LMFA12000239"
"967","168.11","266.58","67451.42","90677.75","46146.03","81244.68","88354.86","62988.59","90683.99","79846.41","85642.22","87018.44","117637.63","134602.13","98267.35","106693.97","93361.27","141100.05","149056.23","106557.98","108763.28","107155.88","158062.83","positive","No Fragments","",""
"968","166.0499","287.99","51357.05","49530.96","47397.8","36456.39","43593.02","65650.95","37822.71","38634.25","64124.8","35803.67","58547.04","70926.09","66187.88","48938.02","64309","61510.23","53258.67","73911.84","81129.34","47797.2","88839.67","positive","No Fragments","(R)-2-Hydroxy-2H-1,4-benzoxazin-3(4H)-one,2-Hydroxy-1,4-benzoquinone,3,4-Dihydroxymandelonitrile,4-Nitroacetophenone,4-Pyridoxolactone,5-Pyridoxolactone,6-Methoxy-2(3H)-benzoxazolone,Formylanthranilate,Formylanthranilic acid,HBOA,Noradrenochrome","C00971,C02803,C03757,C05653,C06052,C07103,C15769,HMDB03454,HMDB04089,HMDB04291,HMDB13030,HMDB36582,HMDB38318"
"969","451.1643","216.55","493231.84","NA","NA","NA","NA","NA","NA","NA","NA","NA","776949.19","1550640.13","1036642.44","510310.19","958767.5","1373615.88","514340.09","1530614.5","1228736","67724.98","1032063.38","positive","No Fragments","",""
